ContentNormalizedHash,Url,PostCount
7553403334770970112,https://blog.sqlauthority.com/2008/10/14/sql-server-get-numeric-value-from-alpha-numeric-string-udf-for-get-numeric-numbers-only/,1
7553403334770970112,http://www.sqlfiddle.com/#!3/45f11/2,1
4799366420386832640,https://developer.android.com/training/permissions/requesting.html#perm-check,1
4799366420386832640,https://developer.android.com/guide/topics/permissions/requesting.html#normal-dangerous,1
4799366420386832640,http://developer.android.com/training/permissions/requesting.html,1
4799366420386832640,https://developer.android.com/training/permissions/requesting.html#make-the-request,1
3578265266738064384,http://docs.python.org/library/collections.html,1
3578265266738064384,https://docs.python.org/2/library/queue.html#Queue.Queue.join,1
3578265266738064384,http://docs.python.org/3/library/queue.html,1
3578265266738064384,https://docs.python.org/2/library/queue.html?highlight=queue,1
-7380515367956811520,https://github.com/AFNetworking/AFNetworking/wiki/Getting-Started-with-AFNetworking,1
-7380515367956811520,https://github.com/pokeb/asi-http-request/blob/master/Classes/ASIHTTPRequestDelegate.h,1
-7380515367956811520,http://allseeing-i.com/ASIHTTPRequest/How-to-use#progress,1
-7380515367956811520,http://mobileorchard.com/tutorial-json-over-http-on-the-iphone/,1
-7380515367956811520,http://allseeing-i.com/ASIHTTPRequest/How-to-use#about_ASINetworkQueues,1
-7380515367956811520,http://allseeing-i.com/ASIHTTPRequest/How-to-use#creating_an_asynchronous_request,1
-7380515367956811520,https://github.com/AFNetworking/AFNetworking,1
-7079374044659548672,http://www.wordtracker.com/academy/monitor-with-google-analytics,1
-7079374044659548672,http://uatsite.com/,1
-7079374044659548672,http://pastie.org/1916397,1
-7079374044659548672,http://www.google.com/support/analytics/bin/answer.py?answer=174090,1
-7079374044659548672,http://developer.yahoo.com/yui/articles/gbs/,1
-7079374044659548672,http://i.stack.imgur.com/m2TX5.png,1
-7079374044659548672,http://www.google.com/analytics/index.html,1
-7079374044659548672,http://www.vervestudios.co/projects/compression-tests/snippet-deflator,1
-7079374044659548672,https://developers.google.com/analytics/devguides/collection/gajs/methods/gaJSApiEventTracking,1
-7079374044659548672,https://support.google.com/analytics/answer/1008080?hl=en,1
-7079374044659548672,https://developers.google.com/analytics/devguides/collection/gajs/asyncMigrationExamples,1
-7079374044659548672,http://zlib.net/feldspar.html,1
-7079374044659548672,http://code.google.com/apis/analytics/docs/tracking/gaTrackingCustomVariables.html,1
-7079374044659548672,https://support.google.com/analytics/answer/2790010?hl=en,1
-7079374044659548672,http://production-site.com,1
-7079374044659548672,https://developers.google.com/analytics/devguides/collection/analyticsjs/,1
-7079374044659548672,http://www.google.com/support/analytics/bin/answer.py?hl=en_US&answer=174090&utm_id=ad,1
-7079374044659548672,https://developers.google.com/analytics/devguides/collection/analyticsjs/events,1
-7079374044659548672,https://www.google.com/search?q=waiting%20for%20www.google-analytics.com,1
5135388639964475904,http://i.stack.imgur.com/FEi3q.png,1
5135388639964475904,http://i.stack.imgur.com/WOAl4.png,1
1226786905349871872,http://i.stack.imgur.com/3GZNJ.png,1
1226786905349871872,http://i.stack.imgur.com/JECXO.png,1
1226786905349871872,https://i.stack.imgur.com/Wujqt.png,1
1226786905349871872,https://i.stack.imgur.com/MXlpK.png,1
1226786905349871872,http://i.imgur.com/kgSMLvo.jpg,1
1226786905349871872,http://i.stack.imgur.com/A7rZF.png,1
1226786905349871872,https://i.stack.imgur.com/zx4oP.png,1
1226786905349871872,http://prntscr.com/gch0j9,1
1226786905349871872,https://i.stack.imgur.com/bkQ07.png,1
1226786905349871872,http://www.asp.net/web-api/overview/web-api-routing-and-actions/routing-in-aspnet-web-api,1
4900069090413401601,http://i.stack.imgur.com/CgcU5.png,1
4900069090413401601,http://www.n10k.com/blog/hbase-via-hive-pt1/,1
4900069090413401601,http://blog.benhall.me.uk/2011/01/installing-hadoop-0210-on-windows.html,1
4900069090413401601,http://www.w3.org/Daemon/User/Installation/PrivilegedPorts.html,1
4900069090413401601,https://i.stack.imgur.com/881xK.png,1
4900069090413401601,https://hadoop.apache.org/docs/stable/hadoop-project-dist/hadoop-common/SingleCluster.html#Hadoop:_Setting_up_a_Single_Node_Cluster,1
4900069090413401601,http://wiki.apache.org/hadoop/SocketTimeout,1
4900069090413401601,https://i.stack.imgur.com/B3pca.png,1
4900069090413401601,http://hadooptutorial.info/run-example-mapreduce-program/,1
4900069090413401601,http://saphanatutorial.com/hadoop-installation-on-windows-7-using-cygwin/,1
4900069090413401601,http://importantfish.com/how-to-run-hadoop-in-standalone-mode-using-eclipse-on-mac-os-x/,1
4900069090413401601,http://en.wikipedia.org/wiki/List_of_TCP_and_UDP_port_numbers,1
4900069090413401601,https://hadoop.apache.org/docs/r3.0.0-alpha3/hadoop-project-dist/hadoop-common/SingleCluster.html#Execution,1
4900069090413401601,https://i.stack.imgur.com/phQK0.png,1
4900069090413401601,http://jayant7k.blogspot.com/2010/06/writing-your-first-map-reduce-program.html,1
4900069090413401601,http://i.stack.imgur.com/BWn1a.png,1
4900069090413401601,http://i.stack.imgur.com/A9Sdp.png,1
4900069090413401601,https://i.stack.imgur.com/AMnBE.png,1
4900069090413401601,https://wiki.apache.org/hadoop/HadoopJavaVersions,1
4900069090413401601,http://www.dreamsyssoft.com/blog/blog.php?/archives/5-How-to-use-HBase-Hadoop-Clustered.html,1
1077360700680531969,http://sqlfiddle.com/#!3/5e706/3/0,1
1077360700680531969,http://codecorner.galanter.net/2012/04/25/t-sql-string-deaggregate-split-ungroup-in-sql-server/,1
1077360700680531969,http://www.sommarskog.se/arrays-in-sql-2008.html,1
40297334535212289,http://i.stack.imgur.com/mmgFc.png,1
40297334535212289,http://www.mydomain.com/.htaccess,1
40297334535212289,https://i.stack.imgur.com/w3psY.png,1
40297334535212289,https://i.stack.imgur.com/TCZTX.png,1
40297334535212289,http://codex.wordpress.org/Linking_Posts_Pages_and_Categories,1
40297334535212289,http://httpd.apache.org/docs/current/mod/mod_rewrite.html,1
40297334535212289,http://answers.bitnami.org/questions/4107/wordpress-is-cut-off-when-linking-to-pages-using-indexphppage-name,1
40297334535212289,http://www.mydomain.com/forums/index.php?showtopic=16589,1
40297334535212289,http://domain-name.dev/wordpress/page-name/post-type-name/,1
40297334535212289,https://i.stack.imgur.com/9Ayfs.png,1
40297334535212289,http://domain-name.dev/wordpress/?p=12345&post_type=post-type-name&preview_id=12345&preview=true&preview_nonce=123nonce45,1
40297334535212289,http://www.artling.com.au/wordpress/,1
-2326564382312325118,http://www.highcharts.com/stock/ref/#series--data,1
-2326564382312325118,http://api.highcharts.com/highcharts#xAxis,1
-2326564382312325118,http://jsfiddle.net/jugal/mXPPH/,1
-2326564382312325118,http://www.highcharts.com/ref/#series--data,1
-2326564382312325118,http://api.highcharts.com/highcharts#Point.update%28%29,1
-2326564382312325118,http://jsfiddle.net/jugal/hw2JL,1
-2326564382312325118,http://jsfiddle.net/jugal/zJZSx/,1
-2326564382312325118,http://api.highcharts.com/highstock#series.data,1
5593403754498681346,https://www.lazycat.org/php-output-escaping.html,1
5593403754498681346,http://us1.php.net/manual/en/function.strip-tags.php,1
5593403754498681346,http://us1.php.net/manual/en/function.htmlspecialchars.php,1
5593403754498681346,http://php.net/manual/en/function.htmlentities.php,1
5593403754498681346,http://www.php.net/strip_tags%E2%80%8E,1
5593403754498681346,https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet,1
5593403754498681346,http://pl1.php.net/strip_tags,1
5593403754498681346,http://us.php.net/manual/en/function.strip-tags.php,1
5593403754498681346,http://us3.php.net/strip_tags,1
5593403754498681346,http://en.wikipedia.org/wiki/Regular_expression,1
5593403754498681346,http://php.net/manual/en/function.preg-replace.php,1
5593403754498681346,https://php.net/strip_tags,1
5593403754498681346,http://www.php.net/manual/en/function.htmlspecialchars.php,1
5593403754498681346,http://us2.php.net/strip_tags,1
5593403754498681346,http://www.php.net//manual/en/function.strip-tags.php,1
5593403754498681346,http://www.php.net/strip_tags,1
5593403754498681346,http://php.net/manual/de/function.preg-replace.php,1
5593403754498681346,http://i.stack.imgur.com/ZaL6R.png,1
5593403754498681346,http://htmlpurifier.org/docs,1
5593403754498681346,http://htmlpurifier.org/,1
5593403754498681346,https://www.owasp.org/index.php/SQL_Injection,1
5593403754498681346,https://www.owasp.org/index.php/XSS,1
5593403754498681346,http://www.phpeveryday.com/articles/PDO-Prepared-Statement-P550.html,1
-6782626630851790333,https://gyazo.com/aa1c9df6b090600cbc403151df49f0e3,1
-6782626630851790333,https://www.w3schools.com/php/php_ajax_php.asp?,1
-6782626630851790333,https://www.w3schools.com/php/php_forms.asp,1
4496857039798178563,http://php.net/manual/en/function.array-values.php,1
4496857039798178563,http://www.php.net/manual/en/function.array-values.php#104184,1
-6860821082332546813,http://docs.python.org/library/multiprocessing.html#module-multiprocessing,1
-6860821082332546813,http://docs.python.org/library/multiprocessing.html#shared-ctypes-objects,1
-6860821082332546813,http://www.numpy.org/,1
-6860821082332546813,http://docs.python.org/2/library/multiprocessing.html,1
-6860821082332546813,https://docs.python.org/2/library/multiprocessing.html#using-a-pool-of-workers,1
-6860821082332546813,http://docs.python.org/2/library/multiprocessing.html#exchanging-objects-between-processes,1
-5804161753355588349,http://railsapps.github.com/rails-heroku-tutorial.html,1
-5804161753355588349,http://www.quora.com/Heroku/How-does-Heroku-work,1
-5804161753355588349,https://devcenter.heroku.com/articles/heroku-postgresql#connecting-in-ruby,1
-5804161753355588349,http://growing-day-7939.heroku.com/,1
-5804161753355588349,https://devcenter.heroku.com/articles/rails3,1
-5804161753355588349,http://mxcl.github.com/homebrew/,1
-3182487581602274300,https://i.stack.imgur.com/QehOv.png,1
-3182487581602274300,https://jsfiddle.net/h5ase09f/,1
-3182487581602274300,http://jsfiddle.net/8ypxW/2083/,1
-3182487581602274300,http://jsfiddle.net/8ypxW/6460/,1
-3182487581602274300,https://i.stack.imgur.com/xFB43.png,1
-3182487581602274300,https://github.com/Ziv-Barber/officegen,1
-3182487581602274300,http://jsfiddle.net/api/post/library/pure/,1
-3182487581602274300,https://i.stack.imgur.com/7ScCz.png,1
-3182487581602274300,https://i.stack.imgur.com/dC9Kc.png,1
-4848106241697332476,https://www.nuget.org/packages/LinqKit/,1
9220454989308040709,http://go.microsoft.com/fwlink/?linkid=106663&Version=4.0.60831.0&File=System.dll&Key=Async_ExceptionOccurred,1
9220454989308040709,http://schemas.microsoft.com/net/2005/12/windowscommunicationfoundation/dispatcher,1
9220454989308040709,http://i.stack.imgur.com/fP677.jpg,1
9220454989308040709,http://i.stack.imgur.com/u6fJT.jpg,1
9220454989308040709,http://www.mydomain.com/geolocation.asmx/GetCountries,1
9220454989308040709,http://go.microsoft.com/fwlink/?linkid=106663&Version=5.0.60401.00&File=mscorlib.dll&Key=Arg_SecurityException,1
9220454989308040709,http://www.leggetter.co.uk/2008/10/24/how-to-make-a-cross-domain-web-request-with-silverlight-2.html,1
9220454989308040709,http://schemas.xmlsoap.org/soap/envelope/,1
9220454989308040709,http://mywebsite.com/,1
9220454989308040709,http://msdn.microsoft.com/en-us/library/cc645032%28VS.95%29.aspx,1
9220454989308040709,http://i.stack.imgur.com/kNBgG.jpg,1
9220454989308040709,http://i.stack.imgur.com/C6cmB.jpg,1
9220454989308040709,http://www.freetranslation.com/,1
9220454989308040709,http://gis.co.frederick.va.us/clientaccesspolicy.xml,1
9220454989308040709,http://i.stack.imgur.com/m6djh.png,1
9220454989308040709,http://www.fiddler2.com,1
9220454989308040709,http://www.dotnetcurry.com/ShowArticle.aspx?ID=624,1
9220454989308040709,https://testserver2.mydomain.org/ORDERNET/WCFServices/OrderService/OrderService.svc,1
9220454989308040709,http://social.msdn.microsoft.com/forums/en-us/asmxandxml/thread/F80BDA62-C87A-4BDA-8CB1-F2CFAD1C8891,1
9220454989308040709,http://www.mydomain.com/trouwlocaties/zoeken-uitgebreid,1
9220454989308040709,http://msdn.microsoft.com/en-us/library/cc197955(VS.95),1
9220454989308040709,http://otherdomain.com/weddingvenues/search-advanced,1
9220454989308040709,https://msdn.microsoft.com/en-us/library/cc197955%28VS.95%29.aspx,1
9220454989308040709,http://technet.microsoft.com/en-us/sysinternals/bb896653,1
9220454989308040709,http://msdn.microsoft.com/en-us/library/cc197955%28v=vs.95%29.aspx,1
9220454989308040709,http://forums.silverlight.net/t/63112.aspx,1
9220454989308040709,http://msdn.microsoft.com/en-us/library/cc645029(v=VS.95),1
9220454989308040709,http://timheuer.com/blog/archive/2008/04/06/silverlight-cross-domain-policy-file-snippet-intellisense.aspx,1
9220454989308040709,http://i.stack.imgur.com/H4VXa.png,1
9220454989308040709,http://blogs.msdn.com/b/fiddler/archive/2010/11/22/fiddler-and-silverlight-cross-zone-cross-domain-requests.aspx,1
6321991241243569413,http://jsfiddle.net/Ym3YP/,1
6321991241243569413,http://plnkr.co/edit/IgR7GCNvgtm7Km4Tx9B6?p=preview,1
6321991241243569413,http://imgur.com/a/osMnb,1
6321991241243569413,http://plnkr.co/edit/Z0SAUVx8xPvkvpmAkRRI?p=preview,1
6321991241243569413,http://coding.smashingmagazine.com/2009/10/05/mastering-css-coding-getting-started/,1
6321991241243569413,http://ryanfait.com/html5-sticky-footer/,1
6321991241243569413,http://i.imgur.com/eGbYqm5.gif,1
7836666580979170565,http://www.w3schools.com/cssref/css3_pr_mediaquery.asp,1
7836666580979170565,https://jsfiddle.net/xbygy5ck/7/,1
7836666580979170565,https://responsivedesign.is/develop/browser-feature-support/media-queries-for-common-device-breakpoints,1
7836666580979170565,https://gist.github.com/hs0ucy/3762901,1
5621052349467825157,http://msdn.microsoft.com/en-us/library/system.web.ui.htmlcontrols.htmlcontainercontrol.innerhtml(v=VS.71),1
5621052349467825157,http://msdn.microsoft.com/en-us/library/system.web.ui.htmlcontrols.htmlcontainercontrol.innertext(v=VS.71),1
5621052349467825157,http://msdn.microsoft.com/en-us/library/system.web.ui.htmlcontrols.htmltable.innerhtml(v=VS.71),1
5242029616681564421,http://www.java-training-guide.com/initialization-block.html,1
5242029616681564421,http://download.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html,1
5440370254869554693,http://www.html5rocks.com/en/tutorials/eventsource/basics/,1
