"ContentNormalizedHash","PostCount","PostsLinkingToClones"
"-3652880905145870671",2,1
"7286030024790623078",2,1
"4614277050576950465",2,1
"2966063010212045398",1,0
"-8562236879354179915",1,0
"9031075314442849934",1,0
"-4304866784175988995",1,0
"5660761449212793018",1,0
"-1737580923464883165",1,0
"4390480386025646495",1,0
"-7309030066145040987",1,0
"-7963463078899052451",1,0
"-5477946446877074625",1,0
"-4039745487832328692",1,0
"-2974562199447398109",1,0
"-248612162021187611",1,0
"-9004819881888703293",1,0
"-8742463958834159919",1,0
"8256285609325186157",1,0
"-8808938683682152400",1,0
"-2574809260432813317",2,0
"-724691423954851236",1,0
"323968520253601045",1,0
"1598342431880663681",1,0
"7834687363054504297",1,0
"925331000898049992",1,0
"591790718169319281",1,0
"3980385106469391992",1,0
"5978159519415979947",7,0
"3161217897456467158",1,0
"173790726244224168",1,0
"5445562594310886631",1,0
"-8333867457402531207",4,0
"-1518186923533325356",2,1
"4751506601551793136",1,0
"4058496432327995839",1,0
"1523053908416657859",1,0
"7555024082549933610",1,0
"-5348091595866766181",1,0
"453601648712138877",1,0
"-700697690796896376",1,0
"-4039038717669205468",1,0
"-2094263367488217295",2,1
"458739736953151624",1,0
"-5771493286290255570",1,0
"3325459281074225070",1,0
"2543989080390429241",1,0
"-561022920711568679",1,0
"3646741321882745610",1,0
"7549698949276468674",1,0
"-8692932908837304304",1,0
"7927019228570292",1,0
"-8824224013110362048",1,0
"-5500656658429194487",1,0
"5928593488138204182",2,1
"2293786523279046979",2,1
"6541155545426550940",2,0
"1089939074231491385",1,0
"4402028372653254291",1,0
"140171792278719236",1,0
"4135776755718932741",2,1
"485696355431009124",1,0
"-3355288436775229471",2,2
"7821333059468209578",2,2
"2172921440153483253",3,3
"6790911403974641951",1,0
"5837107458992158988",1,0
"-8010410149101738828",1,0
"-9083402444211333283",2,2
"-4297575943114269177",2,2
"6945425024710576694",1,0
"6503349605890169295",1,0
"-8863123151479989763",1,0
"-1512786177069275244",1,0
"-1884528934184968033",1,0
"-2891911461517203375",1,0
"1438378235341290096",1,0
"4235734527091868034",1,0
"-4018208602134594797",2,2
"8980164052300591024",2,2
"6723187225533894791",1,0
"-275013583266903667",1,0
"-2487843019884886709",1,0
"597342247664581369",1,0
"6555737339207183346",1,0
"-4830110714682369210",1,0
"-4092579848931052030",1,0
"-7621934743565799033",1,0
"7536377318619666710",1,0
"8523902892182266924",1,0
"6297406967910878568",1,0
"5602514433107041917",1,0
"154509734170968588",3,0
"1554613427392044335",2,0
"6456748471592855960",1,0
"1939042794540017488",1,0
"3785495694052198291",1,0
"2451607811350075153",1,0
"2858645731347498027",2,1
"3341879285164401915",1,0
"8833687206574351735",1,0
"-5065347816832497592",2,0
"-842300171364025181",1,0
"8891490271780019352",1,0
"-4517964572891654910",1,0
"-6466338950618895582",2,1
"-3078752911150230177",1,0
"-7922341128470652119",1,0
"4389648615712668854",1,0
"-3585687627417449699",2,1
"-2642577577491024010",1,0
"-2646615552819288066",2,0
"-7053748394599109725",1,0
"7039790125850351655",1,0
"-314807388850028361",1,0
"3749692432973842504",1,0
"8087773630003243760",1,0
"320506662056377750",1,0
"-6647121758967146726",1,0
"1698594980558484782",2,0
"6111882585073322137",1,0
"-8166318523875556405",1,0
"2677814661282392830",1,0
"4480407964190113294",1,0
"1966648461276943612",1,0
"1043518274792490910",1,0
"-8703172476129469840",1,0
"-1007356869577069116",1,0
"3292764714183270562",2,1
"8174270924139387193",2,1
"5264682373047941801",2,1
"-353812415952514024",1,0
"-5952055553274780129",1,0
"6844323119201921677",1,0
"56265636401614710",1,0
"-4315769303911621369",1,0
"-5349240797544428765",1,0
"-1801200556967760172",1,0
"-1307394813802887889",1,0
"-3817761413426447104",1,0
"-303231712851603539",1,0
"4310432335297912655",1,0
"593886623485435012",1,0
"1746615335740404181",1,0
"5391860744413453042",2,2
"-597257654342324296",1,0
"4587077086182803821",1,0
"-847162375937236962",2,0
"-3443461624896850132",1,0
"-4052620904863558919",1,0
"-2075669660223579005",1,0
"-195888632715244503",2,1
"4715261086205029934",1,0
"-2517282491392301156",2,0
"6805043263181932335",6,2
"-6442503194374322197",1,0
"5002641650142488761",1,0
"1627863550054554350",1,0
"3121507817131943923",2,0
"1905820623942381494",1,0
"7084707518479490195",1,0
"-1086258687146650678",1,0
"6106475959250780635",1,0
"-4393021932761222179",1,0
"-357930137958215869",1,0
"-5680757524638326639",2,0
"-4181224838610081750",2,0
"7039305198090883869",1,0
"-897597115847350099",5,0
"-6793795064849277379",1,0
"7189926924662173488",1,0
"1145074846244622015",1,0
"7273655821379120963",1,0
"-2238193027517963708",1,0
"-1400514887601331884",2,1
"1545019017341367647",1,0
"-4141229540118361891",1,0
"684657262812412455",1,0
"2301397478935440425",1,0
"5035513847184408599",1,0
"-8371690556306833344",2,0
"-2274425914578176683",2,1
"-1418984841406878252",2,1
"-8249114278577388245",2,0
"4441718074613418119",1,0
"-8287587270981392343",1,0
"-2666300585522624012",1,0
"8966395767233978922",1,0
"634409551040320931",1,0
"-3055655960612578621",2,0
"-4819104192145554429",1,0
"-1864446260580580025",9,0
"-1609722469082761782",3,0
"7264291272944921776",3,0
"-4309748958526331229",1,0
"-8704031790418912947",1,0
"396099680184519746",1,0
"4811471168062871806",2,0
"-619527950048463035",2,0
"-1594484689730081641",2,0
"-3742298098644712768",1,0
"7144808097922360526",1,0
"-6954660249032887546",2,0
"7425925935899304779",1,0
"-7588758993476471289",4,0
"6523722972309631885",2,1
"6043536684543785671",1,0
"5852968216582150459",1,0
"-8182511788360647269",1,0
"6483228053570780463",1,0
"2891211817436928464",1,0
"-2730638268847428201",1,0
"-7408793466936388804",1,0
"-5475950394663416965",1,0
"2346660298084885970",1,0
"-1424305851167349718",2,0
"7683232430901354410",1,0
"-7573580230142674676",1,0
"-3718849956815650001",1,0
"5816985149022036070",1,0
"-3950638090290827598",1,0
"2269096644992944079",1,0
"3195834663289418066",1,0
"5574164471177560948",1,0
"-2201540420172947476",2,1
"-9214745061699668033",1,0
"5611279200516750596",1,0
"6652428821510465658",1,0
"11357581117456030",2,2
"-350171119176863130",1,0
"-191920137762793577",1,0
"-6778055210766076713",2,1
"5992815458318851059",2,2
"-2891813150806054888",1,0
"-7070895225081181001",1,0
"-7479874876932467047",1,0
"-2276953882408868845",1,0
"-1918052679475379819",4,3
"2229089413769523324",1,0
"668272071277088707",1,0
"-822348905513016233",1,0
"8592655212875152349",1,0
"6505920909692434772",2,0
"-3071348678332733336",1,0
"-7412857218162454357",1,0
"-509119237850478113",1,0
"-4333419108284628913",1,0
"-6491693982957661355",2,0
"6048421316263710600",1,0
"5865795871328548495",1,0
"7360953602684088254",2,0
"7507309571183033110",1,0
"2674458588623076978",1,0
"2264861246063732318",1,0
"-6396828955221244148",1,0
"-1712183341422535858",1,0
"7692366011210165744",1,0
"2181376385670458779",1,0
"-5172718777637167482",1,0
"7210000224106392719",4,1
"5110306224626074336",1,0
"7302246592938770921",1,0
"9018348667543400406",2,0
"470356190253447736",2,1
"7384875241653405548",1,0
"-3086732873771490656",1,0
"4491414672726903934",1,0
"-420109033724754380",2,0
"4153491032524792346",1,0
"3938281386336415197",2,1
"3658639706116829775",1,0
"1972533877306563610",1,0
"3734717856571193770",1,0
"3111597736352465851",2,1
"2323201228714941544",1,0
"-9114219697233032253",1,0
"-2284416705071627661",1,0
"-5612266768173903780",2,2
"2613609872512846532",1,0
"3246562408282528947",1,0
"5167388410132508498",1,0
"5279074565166773595",1,0
"1853674701215322693",1,0
"4080498996279221450",1,0
"1550183804362159058",2,0
"-5170401661494942795",1,0
"-3063075423036889535",1,0
"-8137201141947614536",2,1
"3636266746240266803",4,0
"-6559668897485875219",1,0
"5326131173614869038",1,0
"-1973786872451990709",1,0
"-5041415041595020702",2,1
"617513466751238668",2,2
"-1791520211534090838",1,0
"-6624471922847062687",1,0
"-6630933876570271096",1,0
"-4265981063800511298",1,0
"2960243028708262172",2,0
"7436428393171011017",6,0
"-4001894124347358258",2,0
"-8493412817410090771",1,0
"-2599759332858188217",2,2
"-7202396486592005515",1,0
"-3612077657487321776",2,1
"-2593917622582091314",1,0
"-4475200714360426805",1,0
"-6829892450596923827",2,1
"-1616138142081274032",1,0
"5486217350789276102",1,0
"2076104556685035526",2,0
"-8175280821617268101",1,0
"-8549964919800409926",1,0
"88891103018690350",1,0
"4961548190411624554",1,0
"9168102840189733898",1,0
"-2115173069458251808",1,0
"-4245531342299804012",2,2
"6963343035022584364",1,0
"5008863359358425693",2,1
"-1316719207511901606",1,0
"3655986273511360403",1,0
"-1276215542779689532",1,0
"-3395834239009830522",2,0
"-5512065574329404386",1,0
"-3725840022928814940",1,0
"-3472907858485649335",1,0
"-175589952257294838",1,0
"-6995110539257648111",18,0
"316012913238505573",1,0
"-7882472451674912631",1,0
"8731914808218876605",1,0
"96742525355872965",1,0
"-1217024672357763153",1,0
"-4675982885253777944",1,0
"-3265155400985436101",1,0
"7731729183059933036",1,0
"4575815387000126801",2,0
"7088136164232099929",2,1
"5848033941343417028",1,0
"2788208736106962084",2,0
"2657894416404982624",2,1
"4375154312690636519",2,0
"-3333710062485908345",2,1
"-5808370311728490996",2,0
"-6357500450464312261",1,0
"6746223340557418497",1,0
"-2542875571971010025",1,0
"-3621114830402880404",1,0
"-1490684054219255192",1,0
"-4567455788739332115",2,0
"3259299933176108547",1,0
"8007743166137672664",1,0
"-9104633992564519922",1,0
"-9089713883544658272",3,0
"-5940839293604064090",1,0
"-6685491809217766112",1,0
"1017847352380492116",2,0
"-6577587865101359572",2,0
"6140423373972866245",4,0
"-3192442127054838202",1,0
"-6635144118057494278",1,0
"-4821427434528603545",2,0
"3004004862921594395",1,0
"-7316896400801587048",2,0
"3048257013322599040",1,0
"-917189228444206128",1,0
"584259854075320793",1,0
"4845647411143737758",2,0
"-5914720737931217064",3,0
"1409026426533189419",1,0
"8784106100956449814",1,0
"-2610409372352108039",1,0
"-1229993984640275259",2,0
"2972280632021290919",1,0
"4539106188932624754",1,0
"8132402706264857463",1,0
"-620876733583923260",1,0
"-3591117245500524863",1,0
"-7132323534005988331",1,0
"-8104342043731596532",1,0
"5495001691833271879",1,0
"-3254244764167378019",1,0
"-7143740087262424852",1,0
"5457702688507291295",1,0
"3657076677866722557",1,0
"-1724969670393371170",1,0
"316255901112532048",2,0
"7407907404635150151",2,1
"-8108186890258243004",2,1
"3027689970794803699",2,1
"-8126387017198899928",1,0
"805129455732893895",1,0
"-7832841999006846092",1,0
"-3498832152547238392",1,0
"-1494090033203083081",1,0
"6457555091142406865",1,0
"-975945277576264049",1,0
"-5655109919436368938",2,0
"9205249846506679403",1,0
"3800000897871366698",1,0
"-6986739862781031231",1,0
"4301232628960089784",1,0
"2752390028747072352",2,2
"-4266885316118789820",2,0
"1782072796249857358",1,0
"2394460843549170356",1,0
"-5723784859280960155",1,0
"4470103853281676867",1,0
"-298637037737777230",1,0
"5468855078514924419",1,0
"5963822135250771783",1,0
"-2318632870725522885",1,0
"-52739681971808286",1,0
"-9143388582794962243",1,0
"6420077022754976143",1,0
"-5347838599233450721",1,0
"5920481090096297762",1,0
"-7440896199594728533",1,0
"-6608330358719479653",2,0
"-1874819641082285579",1,0
"-4073678216999708796",1,0
"-8331776952935841693",1,0
"471044515156582389",1,0
"6094494944043692857",1,0
"2891049814403430315",1,0
"-7649264379211571212",1,0
"-6141463904527521978",1,0
"661938326284208183",1,0
"-3648532586406376937",1,0
"-3536438538225825780",1,0
"8989330473254625002",1,0
"-3741980724676228961",1,0
"380806855836119968",1,0
"-3496516896945914931",1,0
"-233173072218843890",2,1
"-2224990654034614358",1,0
"-8162205697798003476",1,0
"3121440118279418597",1,0
"7706249497106081254",1,0
"-8704477305016569347",2,0
"-3048546252382947069",1,0
"-2858212718957919860",1,0
"802483690832114710",2,1
"3121228303684050910",1,0
"-621366046692150019",1,0
"3258950868173457997",2,0
"7140459789452365464",2,0
"-1183069596924286268",1,0
"-3106827716373702245",1,0
"4685216528508031335",1,0
"2314715911628142880",1,0
"-3058635366987192247",1,0
"5334129754255682435",2,0
"8521999965039900173",1,0
"-5778665983536273403",1,0
"-84156191413530341",1,0
"9211562360181185233",2,2
"-2530225304824297674",1,0
"-7184773726212292664",3,1
"8291207109227463077",2,1
"-5450972267121144724",2,0
"1039694367960001099",2,0
"-2594594319009609075",1,0
"-626551452478826939",1,0
"-3438593321590276167",1,0
"6023421814320508919",2,1
"-1614551538669010227",1,0
"-1206110276674822467",1,0
"6038534832615663332",1,0
"-8173901702315661041",1,0
"-3654631153124660256",1,0
"-4215637432476781716",1,0
"9131364026885143964",1,0
"5812270261864641594",1,0
"-4810987069842272811",1,0
"-5937277300718617427",1,0
"4682221782531258350",1,0
"6625018094410292726",1,0
"8630564688658481145",1,0
"7100698553821781968",1,0
"6240423607399576988",1,0
"-1398555386812684387",1,0
"-7098582121212467221",3,0
"5933491443417784140",3,0
"-494907332838067734",3,0
"-6481886515400984665",3,0
"-3653231138456731107",1,0
"-6468406104108593448",1,0
"6495945559586057508",1,0
"1470441588903710868",1,0
"-4592472322164344950",3,0
"7659589254017441003",1,0
"-8312228318397695054",1,0
"7024746233564043563",1,0
"-5897558226134974392",1,0
"-1634796518423026135",1,0
"-4040354333061226356",1,0
"-2422436204091497108",1,0
"-5264708150919368826",1,0
"472391435430522641",1,0
"-3180530458241955718",2,2
"4496152761576150553",1,0
"6743635825587417443",1,0
"-5955263813651196147",1,0
"-1396759658967348054",1,0
"-7796374027977924788",2,1
"621260772238519594",1,0
"6547075993734878111",2,0
"-969775284486986516",1,0
"7870535794200810475",1,0
"-6809949739587341507",3,0
"-3427607570606721581",1,0
"-2471239606694832036",1,0
"388084570790831172",1,0
"6561244491820261498",1,0
"4978352143067134555",1,0
"-3784515661979215810",1,0
"2908173096214264530",1,0
"3219861568570385857",1,0
"8361003428895797110",3,0
"2241488301275996442",1,0
"-6252995341825290837",1,0
"7307524196700273745",1,0
"-2512662225498771440",1,0
"-7040664741963643544",1,0
"6122371987472398478",1,0
"-5005026820205996588",2,0
"-9094859751806948065",1,0
"3298258911415209053",1,0
"-8909328914578657734",1,0
"-543725253521467339",1,0
"3584121113120210963",1,0
"7586240629934164365",1,0
"179420699454703849",1,0
"-8975141476520657466",1,0
"-4928043138665701575",1,0
"-8855990241007000401",1,0
"-1198686716772462937",1,0
"3704694564371660964",2,0
"-1036959318774024010",2,0
"-5340484083577093134",1,0
"2366889171264956980",1,0
"27727188347681785",1,0
"6175348026397618484",1,0
"1282961711912802751",1,0
"-2878831872846848618",1,0
"-8716168974386503435",1,0
"7425987171665929789",1,0
"-489591039005315911",1,0
"7132504381362157801",1,0
"-2109053374289812257",1,0
"-8438265137567689575",1,0
"7616626045823555932",1,0
"7133926366692369829",1,0
"7145362266891175773",1,0
"7233354645881874491",1,0
"-8885016811726852081",4,0
"-1646270079800111388",1,0
"7945804822723061996",1,0
"-5301647359196089078",1,0
"558104523859709840",1,0
"-924278273029890615",1,0
"2549925653510279566",1,0
"4513641758472583879",1,0
"-6886042257061188614",1,0
